advertiser,campaign_name,campaign_id,category,start_date,impressions,clicks
Renault,ORD-00296433_Renault_MGOMD_Renault 4_September-October25,2162513,Motoring,2025-01-01,71242,49
Bloomsbury - Poppy Cooks,ORD-00287812_PoppyCooks_TMC_IMAud_GF OL_Aug24,1784624,Entertainment,2024-01-01,71159,55
Sold Out,ORD-00291953_Robbie Williams 2025 Q1 Digital,1903582,Entertainment,2025-01-01,70715,180
Crowded House,ORD-00288821_Crowded House Sept-Oct,1780165,Entertainment,2024-01-01,70674,70
Jaguar Landrover,ORD-00293258_Direct - JLR_Hearts & Science_Octa_Q1,1982913,Motoring,2025-01-01,70668,67
Live Nation,ORD-00296088_Marti Pellow Live Nation - Sept 2025,2110358,Entertainment,2025-01-01,70616,15
Sold Out,ORD-00291467_Robbie Williams (Metropolis) Digital Dec-Jan,1876366,Entertainment,2024-01-01,70614,139
Crowded House,ORD-00288821_Crowded House Sept-Oct,1780165,Entertainment,2024-01-01,70610,41
Sold Out,ORD-00291467_Robbie Williams (Metropolis) Digital Dec-Jan,1876366,Entertainment,2024-01-01,70594,192
Sold Out,ORD-00291953_Robbie Williams 2025 Q1 Digital,1903582,Entertainment,2025-01-01,70590,167
Live Nation,ORD-00296088_Marti Pellow Live Nation - Sept 2025,2110358,Entertainment,2025-01-01,70528,10
bet365,ORD-00298020_bet365 H1 2026,2238101,Gambling,2026-01-01,70372,124
Toyota,PG_Toyota - Summer EV Range campaign 2024,1642790,Motoring,2024-01-01,70308,623
Ruth Strauss Foundation,ORD-00294982 RSF x Immediate 2025,2141293,Health,2025-01-01,70093,24
Hays Travel,ORD-00295430 Hays Travel_ All Response_ Digital_ NCL_Aug,2092709,Travel,2025-01-01,70012,16
AA,ORD-00297226_AA_Digital Display Black Friday_19th Nov - 2nd Dec,2195460,Motoring,2025-01-01,70008,66
bet365,ORD-00291479_bet365 H1 2025,1900569,Gambling,2025-01-01,70008,33
Hays Travel,ORD-00295430 Hays Travel_ All Response_ Digital_ NCL_Aug,2092709,Travel,2025-01-01,70006,26
AA,ORD-00297226_AA_Digital Display Black Friday_19th Nov - 2nd Dec,2195460,Motoring,2025-01-01,70006,30
AA,ORD-00297226_AA_Digital Display Black Friday_19th Nov - 2nd Dec,2195460,Motoring,2025-01-01,70004,47
Ruth Strauss Foundation,ORD-00294982 RSF x Immediate 2025,2141293,Health,2025-01-01,69999,27
Disney+,PG_Disney_Inside Out 2 EHV_Aug 24,1731379,Entertainment,2024-01-01,69874,553
Aldi,ORD-00293735 & ORD-00293701_Aldi_May_2025,1995563,Supermarket,2025-01-01,68073,696
bet365,ORD-00298020_bet365 H1 2026,2238101,Gambling,2026-01-01,67511,4018
CNIEL,ORD-00294404_CNIEL_2025_Oli_GF_Print_Digi_P2,2222649,Food,2025-01-01,67415,10
CNIEL,ORD-00294404_CNIEL_2025_Oli_GF_Print_Digi_P2,2222649,Food,2025-01-01,67324,36
ITV,ORD-00297090_BARTER ITV I'm A Celeb x Immediate Q4 2025,2171070,Supermarket,2025-01-01,66726,42
ITV,ORD-00297090_BARTER ITV I'm A Celeb x Immediate Q4 2025,2171070,Supermarket,2025-01-01,66723,20
ITV,ORD-00297090_BARTER ITV I'm A Celeb x Immediate Q4 2025,2171070,Supermarket,2025-01-01,66714,46
Autoglym Perfect Partners,ORD-00284799 Autoglym_Perfect Partners_TG Digital_Jun/Jul 24,1661310,Motoring,2024-01-01,66672,22
ITV,ORD-00297090_BARTER ITV I'm A Celeb x Immediate Q4 2025,2171070,Supermarket,2025-01-01,66672,35
ITV,ORD-00297090_BARTER ITV I'm A Celeb x Immediate Q4 2025,2171070,Supermarket,2025-01-01,66661,56
Waitrose,ORD-00289156_Direct_Waitrose_MGOMD_No.1_Oct_LD,1781537,Supermarket,2024-01-01,66538,43
Electorial Commission,ORD-00296311 & ORD-00296312_EC Voter ID & EC Voter Reg_UMBirm_GF_MMA_Feb May2026,2256951,Government,2026-01-01,65869,413
Transport for Wales Rail,ORD-00289657_Transport For Wales: Kids Go Free,1815657,Travel,2024-01-01,65717,119
Kerrygold,ORD-00292017_Kerrygold_PHDManchester_partnership2025,1959016,Food,2025-01-01,65717,1323
The Crown Estate,ORD-00295181_TCE FOF 25_RunningTotal_IMAud&MMA_AugSept25,2080345,Food,2025-01-01,65498,710
Mattel UK,ORD-00283897 Hot Wheels_OneVue_2024 Digital - Phase 1,1652471,Motoring,2024-01-01,65316,717
Apple,ORD-00289077Direct_Apple_MGOMD_RT_Marcomms_Sept_LD (IPhone),1792821,Entertainment,2024-01-01,65197,640
Apple,ORD-00288652_ORD-00288653 _ORD-00289004__ ORD-00289077Direc t_Apple_MGOMD_RT_Marcomms_Sept_LD (IPhone),1863128,Entertainment,2024-01-01,65197,640
Ticketmaster,ORD-00292992_Radio Times Network x Theatre Ticketmaster,1949498,Entertainment,2025-01-01,64629,121
Ticketmaster,ORD-00292992_Radio Times Network x Theatre Ticketmaster,1949498,Entertainment,2025-01-01,64627,87
Ticketmaster,ORD-00292992_Radio Times Network x Theatre Ticketmaster,1949498,Entertainment,2025-01-01,64618,95
Pack'd,ORD-00298011_CB_Pack'd_GF_OL_Print_Digi_Feb25,2262769,Food,2026-01-01,64505,180
Pack'd,ORD-00298011_CB_Pack'd_GF_OL_Print_Digi_Feb25,2262769,Food,2026-01-01,64484,12
Pack'd,ORD-00298011_CB_Pack'd_GF_OL_Print_Digi_Feb25,2262769,Food,2026-01-01,64481,13
Pack'd,ORD-00298011_CB_Pack'd_GF_OL_Print_Digi_Feb25,2262769,Food,2026-01-01,64473,28
shell,ORD-00286771_Shell x Top Gear VPower,1733425,Motoring,2024-01-01,63336,26
shell,ORD-00286771_Shell x Top Gear VPower,1733425,Motoring,2024-01-01,63334,11
Diageo,ORD-00290180_Diageo_Christmas Cocktail Widget_PHD_Oct-Dec24,1888448,Alcohol,2024-01-01,63325,13
Transport for Wales Rail,ORD-00289657_Transport For Wales: Kids Go Free,1815657,Travel,2024-01-01,63092,52
Warner Hotels ,ORD-00297387 - Warner History weekends 2026,2254240,Entertainment,2026-01-01,63039,1925
Linwoods,ORD-00295859_Direct_GF_Digital_Oct_Linwoods,2133969,Food,2025-01-01,62507,24
River Street Events,ORD-00291522_RiverStreet_3shows_20thMarch30th August,2027374,Gardening,2025-01-01,62502,43
Morrisons,ORD-00287596_Morrisons Christmas 2024_Wavemaker_Nov-Dec 24,1845134,Supermarket,2024-01-01,62501,61
Linwoods,ORD-00295859_Direct_GF_Digital_Oct_Linwoods,2133969,Food,2025-01-01,62500,31
Morrisons,ORD-00287596_Morrisons Christmas 2024_Wavemaker_Nov-Dec 24,1845134,Supermarket,2024-01-01,62441,67
Cupra,ORD-00292435 & ORD-00292441_Cupra_PHD_Formentor&BornCampaign_24-25,1945352,Motoring,2025-01-01,62182,89
Abarth,ORD-00295098_Abarth_600E_Q2_+_Q3_TG,2085940,Motoring,2025-01-01,62159,732
Hays Travel - June ,ORD-00293796 hays Travel_ ARM_ Digital_ May,2020315,Travel,2025-01-01,62087,31
Hays Travel - May,ORD-00293796 hays Travel_ ARM_ Digital_ May,2008529,Travel,2025-01-01,62087,31
Electorial Commission,ORD-00296311 & ORD-00296312_EC Voter ID & EC Voter Reg_UMBirm_GF_MMA_Feb May2026,2256951,Government,2026-01-01,61824,120
Bletchley Park,ORD-00293045 Bletchley Park_April_Native_HE,2004503,Travel,2025-01-01,61801,161
TUI,ORD-00286345 _TUI_Marella Cruise digi campaign - Aug/Sep 2024,1716978,Travel,2024-01-01,61584,437
Waitrose,ORD-00289156_Direct_Waitrose_MGOMD_No.1_Oct_LD,1781537,Supermarket,2024-01-01,61496,72
P&O Cruises,ORD-00299893_P&O Cruises BAFTA award promotion_Wavemaker_Mar-Apr26,2290174,Travel,2026-01-01,60821,4
Hays Travel - June ,ORD-00293796 hays Travel_ ARM_ Digital_ May,2020315,Travel,2025-01-01,60578,52
Hays Travel - June ,ORD-00293796 hays Travel_ ARM_ Digital_ May,2020315,Travel,2025-01-01,60558,12
Hays Travel - May,ORD-00293796 hays Travel_ ARM_ Digital_ May,2008529,Travel,2025-01-01,60558,12
Spode,ORD-00296824_Spode_Olive_Q4_2025_DIGI,2217950,Food,2025-01-01,60439,8
Diageo,ORD-Multi_Diageo_H1 24 Gins Partnership_PHD_July-Dec24,1807305,Alcohol,2024-01-01,60202,49
B&M,"ORD-00293391 B&M_ Dentsu_ MFM, GF_ Digi_ April",1972520,Food,2025-01-01,60144,19
The Royal Mint,ORD-00290615_Royal_Mint_Xmas_2024_GF_OLI_DIGI,1837608,Food,2024-01-01,60031,43
Sold Out,ORD-00290662_SJM Peter Kay Online,1879912,Entertainment,2024-01-01,60004,56
Playseat,ORD-00285484 Playseat_IM_TopGear_August,1731409,Gaming,2024-01-01,60001,117
Sold Out,ORD-00290662_SJM Peter Kay Online,1879912,Entertainment,2024-01-01,60001,28
Hays Travel - May,ORD-00293796 hays Travel_ ARM_ Digital_ May,2008529,Travel,2025-01-01,59991,21
Hays Travel - June ,ORD-00293796 hays Travel_ ARM_ Digital_ May,2020315,Travel,2025-01-01,59990,21
Sold Out,ORD-00290662_SJM Peter Kay Online,1879912,Entertainment,2024-01-01,59958,75
Diageo,ORD-Multi_Diageo_H1 24 Gins Partnership_PHD_July-Dec24,1807305,Alcohol,2024-01-01,59286,50
Norwegian Seafood ,ORD-00286656_Norwegian Seafood Q3/4 2024,1770504,Food,2024-01-01,59046,178
St Ewe,ORD-00296431_XMAS_STEWE_2025,2225789,Food,2025-01-01,58874,27
St Ewe,ORD-00296431_XMAS_STEWE_2025,2225789,Food,2025-01-01,58865,19
Rare & Pasture,ORD-00295164_RARE & PASTURE: Digi_and_Print_2025,2145478,Food,2025-01-01,58848,8
St Ewe,ORD-00296431_XMAS_STEWE_2025,2225789,Food,2025-01-01,58844,13
St Ewe,ORD-00296431_XMAS_STEWE_2025,2225789,Food,2025-01-01,58843,16
Regina,ORD-00295947_Regina_Sept_Digi_2025_OLI_GF,2118098,Food,2025-01-01,58839,9
Rare & Pasture,ORD-00295164_RARE & PASTURE: Digi_and_Print_2025,2145478,Food,2025-01-01,58838,13
Regina,ORD-00295947_Regina_Sept_Digi_2025_OLI_GF,2118098,Food,2025-01-01,58832,18
Regina,ORD-00295947_Regina_Sept_Digi_2025_OLI_GF,2118098,Food,2025-01-01,58826,17
Regina,ORD-00295947_Regina_Sept_Digi_2025_OLI_GF,2118098,Food,2025-01-01,58825,19
Rare & Pasture,ORD-00295164_RARE & PASTURE: Digi_and_Print_2025,2145478,Food,2025-01-01,58791,22
Rare & Pasture,ORD-00295164_RARE & PASTURE: Digi_and_Print_2025,2145478,Food,2025-01-01,58789,18
Abarth,ORD-00293456_Abarth 600E_Q2_TG,1974081,Motoring,2025-01-01,58741,571
Playseat,ORD-00285484 Playseat_IM_TopGear_August,1731409,Gaming,2024-01-01,58522,2648
Lidl,ORD-00292527_Direct_Lidl_Fresh_FebMarch25_LD,1981602,Food,2025-01-01,58004,517
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,57858,313
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,57856,234
Cost Cutter,ORD-00291366 Costcutter_ Boutique_ Alpro_ Digital_ jan 25,1893445,Food,2025-01-01,57740,87
bet365,ORD-00284541_bet365 Euro 2024 Package,1685101,Gambling,2024-01-01,57662,1050
Cupra,ORD-00292435 & ORD-00292441_Cupra_PHD_Formentor&BornCampaign_24-25,1945352,Motoring,2025-01-01,57605,399
Piccolo,ORD-00281699_Piccolo_May_Jun'24_Digi_GF,1654527,Food,2024-01-01,57502,26
Piccolo,ORD-00281699_Piccolo_May_Jun'24_Digi_GF,1654527,Food,2024-01-01,57501,56
Hays Travel,Hays Travel_ All response_ Digital_ 2024,1726052,Travel,2024-01-01,56953,36
Diageo,Johnnie Walker Partnership_Diageo_PHD_AprilJune25,1974104,Alcohol,2025-01-01,56470,1087
Warner Leisure,ORD-00278268 & ORD-00278274_Warner Leisure Hotels-Q4 2023 / Q1-2 2024,1510991,Travel,2024-01-01,56416,446
Lego UK,ORD-00285443_LEGO_INITIATIVE_DRIVE_JUNE/JULY,1722584,Parenting,2024-01-01,56000,8
National Geographic,PG_Nat Geo: Defending Europe_RT History Sep,1760336,Entertainment,2024-01-01,55835,583
The Walt Disney Company,PG_Disney_Zenith_Snow White_March 2025,1932203,Entertainment,2025-01-01,55630,584
Currys Blink,ORD-00297416_Currys/Blink_Affiliates_Q4 Campaign_RT,2229893,Entertainment,2025-01-01,55626,22
Mattel UK,ORD-00283897 Hot Wheels_OneVue_2024 Digital - Phase 1,1652471,Motoring,2024-01-01,55608,522
Currys Blink,ORD-00297416_Currys/Blink_Affiliates_Q4 Campaign_RT,2229893,Entertainment,2025-01-01,55565,42
Disney+,PG_Disney_Inside Out 2 EHV_Aug 24,1731379,Entertainment,2024-01-01,55553,405
Currys Blink,ORD-00297416_Currys/Blink_Affiliates_Q4 Campaign_RT,2229893,Entertainment,2025-01-01,55490,74
AA,ORD-00297226_AA_Digital Display Black Friday_19th Nov - 2nd Dec,2195460,Motoring,2025-01-01,55455,19
Linwoods,ORD-00284284_Linwoods_July_2024_GF_Print_Digi,1702181,Food,2024-01-01,55288,21
Linwoods,ORD-00284284_Linwoods_July_2024_GF_Print_Digi,1702181,Food,2024-01-01,55281,30
Linwoods,ORD-00284284_Linwoods_July_2024_GF_Print_Digi,1702181,Food,2024-01-01,55280,74
Linwoods,ORD-00284284_Linwoods_July_2024_GF_Print_Digi,1702181,Food,2024-01-01,55279,56
Linwoods,ORD-00284284_Linwoods_July_2024_GF_Print_Digi,1702181,Food,2024-01-01,55278,97
Saga,ORD-00284736 Saga Holiday_Dentsu_Skin+Standard_Jul24,1664796,Travel,2024-01-01,55021,43
Regina,ORD-00284249_Regina_Summer2024_GF_DEL_Digi_Print,1698446,Food,2024-01-01,55006,27
Live Nation,ORD-00286536_Crowded House July-August 2024,1718403,Entertainment,2024-01-01,55001,87
Alpen,ORD-00277683_Alpen_GetMeMedia_Nov-Sept,1601248,Food,2024-01-01,54758,66
Mattel UK,ORD-00283897 Hot Wheels_OneVue_2024 Digital - Phase 1,1652471,Motoring,2024-01-01,54655,462
The Walt Disney Company,PG_Disney_Zenith_Snow White_March 2025,1932203,Entertainment,2025-01-01,54655,511
The Walt Disney Company,PG_Disney_Zenith_Snow White_March 2025,1932203,Entertainment,2025-01-01,54649,663
De'Longhi,ORD-00287830_De'Longhi_Auto_H2_24,1785826,Food,2024-01-01,54310,322
De'Longhi,ORD-00287830_De'Longhi_Auto_H2_24,1785826,Food,2024-01-01,54283,691
De'Longhi,ORD-00287830_De'Longhi_Auto_H2_24,1785826,Food,2024-01-01,54276,300
Hays Travel - Feb,ORD-00292118 Hays Travel_ All Response_ Digital_ Ambassador_ 10.2,1918289,Travel,2025-01-01,54104,27
Hays Travel - Feb,ORD-00292118 Hays Travel_ All Response_ Digital_ Ambassador_ 10.2,1918289,Travel,2025-01-01,54099,32
Lego UK,ORD-00285443_LEGO_INITIATIVE_DRIVE_JUNE/JULY,1722584,Parenting,2024-01-01,53998,10
Uzbekistan Travel,ORD-00297052_Direct_Digi_Uzbekistan Q4 2025,2199814,Travel,2025-01-01,53091,45
Bisodol,ORD-00293989 Bisodol_ Cornerstone_ GF_ print digi,2059527,Food,2025-01-01,52833,15
Diageo,ORD-Multi_Diageo_H1 24 Gins Partnership_PHD_July-Dec24,1807305,Alcohol,2024-01-01,52721,33
De'Longhi,ORD-00287830_De'Longhi_Auto_H2_24,1785826,Food,2024-01-01,52548,1134
De'Longhi,ORD-00287830_De'Longhi_Auto_H2_24,1785826,Food,2024-01-01,52539,937
De'Longhi,ORD-00287830_De'Longhi_Auto_H2_24,1785826,Food,2024-01-01,52536,626
bet365,ORD-00291479_bet365 H1 2025,1900569,Gambling,2025-01-01,52505,2131
bet365,ORD-00298020_bet365 H1 2026,2238101,Gambling,2026-01-01,52456,11
Electorial Commission,ORD-00296311 & ORD-00296312_EC Voter ID & EC Voter Reg_UMBirm_GF_MMA_Feb May2026,2256951,Government,2026-01-01,52421,529
Ristorante,ORD-00294283_Ristorante_WM_partnership_July-Sept2025,2069878,Food,2025-01-01,52140,465
Jaguar Landrover,ORD-00299648_JLR x Top Gear Awards 2025,2277898,Motoring,2026-01-01,51648,16
Diageo,ORD-Multi_Diageo_H1 24 Gins Partnership_PHD_July-Dec24,1807305,Alcohol,2024-01-01,51599,44
The Royal Mint,ORD-00290615_RM_Xmas_2024_GF_OLI_DIGI ,1827231,Food,2024-01-01,51532,40
Jaguar Landrover,ORD-00299648_JLR x Top Gear Awards 2025,2277898,Motoring,2026-01-01,51527,58
Diageo,Diageo_JohnnieWalkerBlack_Sep-Dec (Native),1817891,Alcohol,2024-01-01,51447,705
Finish,ORD-00295079_Finish_Zenith_2025/26 partnership - July-June,2202971,Food,2025-01-01,51405,67
Electorial Commission,ORD-00296311 & ORD-00296312_EC Voter ID & EC Voter Reg_UMBirm_GF_MMA_Feb May2026,2256951,Government,2026-01-01,51300,384
Hays OctNov,ORD-00290117 Hays Travel_ All Response_ Digital_ 28/10,1811607,Travel,2024-01-01,51284,63
Hays Travel,Hays Travel_ All response_ Digital_ 2024,1726052,Travel,2024-01-01,51284,59
Hays OctNov,ORD-00290117 Hays Travel_ All Response_ Digital_ 28/10,1811607,Travel,2024-01-01,51284,40
Hays OctNov,ORD-00290117 Hays Travel_ All Response_ Digital_ 28/10,1811607,Travel,2024-01-01,51284,130
Hays Travel,Hays Travel_ All response_ Digital_ 2024,1726052,Travel,2024-01-01,51283,51
Hays Travel,Hays Travel_ All response_ Digital_ 2024,1726052,Travel,2024-01-01,51283,134
Mattel UK,ORD-00283897 Hot Wheels_OneVue_2024 Digital - Phase 1,1652471,Motoring,2024-01-01,51266,290
Live Nation,ORD-00293107_Live Nation - Stevie Wonder Digital,1946115,Entertainment,2025-01-01,50985,57
Hurtigruten,Hurtigruten Sale Activity Dec and Jan,2245994,Travel,2025-01-01,50776,35
Inspired Villages Group Limited,ORD-00284044_Inspired Villages Soap Awards,1701686,Entertainment,2024-01-01,50177,50
Asda,ORD-00290869 Direct - Asda_Spark_Christmas 2024,1870866,Food,2024-01-01,50085,38
David Essex,ORD-00296950_David Essex (SJM) - October/November 2025,2229834,Entertainment,2025-01-01,50034,44
Hays Travel - June ,ORD-00293796 hays Travel_ ARM_ Digital_ May,2020315,Travel,2025-01-01,50028,27
Asda,ORD-00290869 Direct - Asda_Spark_Christmas 2024,1870866,Food,2024-01-01,50027,37
David Essex,ORD-00296950_David Essex (SJM) - October/November 2025,2229834,Entertainment,2025-01-01,50024,24
Princess Cruises ,ORD-00277435_Princess 24 partnership_7 STars_Dec-May,1525755,Travel,2024-01-01,50021,4
Regina,ORD-00284249_Regina_Summer2024_GF_DEL_Digi_Print,1698446,Food,2024-01-01,50020,15
Asda,ORD-00290869 Direct - Asda_Spark_Christmas 2024,1870866,Food,2024-01-01,50015,26
Windsor Castle,ORD-00293267_Windsor Castle - June to August 2025,2094137,History,2025-01-01,50015,720
bet365,ORD-00291479_bet365 H1 2025,1900569,Gambling,2025-01-01,50011,44
Nutracheck,Nutracheck 2026,2231196,Health,2025-01-01,50010,223
shell,ORD-00294734_Shell F1 x Top Gear 2025,2071034,On-Demand,2025-01-01,50009,31
BBC Good Food,Magazine-Subscription-GF-Christmas-Issue,2230055,Food,2025-01-01,50008,223
The Royal Mint,ORD-00290615_Royal_Mint_Xmas_2024_GF_OLI_DIGI,1837608,Food,2024-01-01,50006,18
ORD-00290307 Microsoft Consumer // Direct // Dentsu // 4th Nov - 17th Jan,ORD-00290307 Microsoft Consumer // Direct // Dentsu // 4th Nov - 17th Jan,1835419,Tech,2024-01-01,50006,78
The Royal Mint,ORD-00290615_RM_Xmas_2024_GF_OLI_DIGI ,1827231,Food,2024-01-01,50006,18
Winalot,Winalot 2024_OpenMind_WPP,1647224,Pets,2024-01-01,50005,37
The Royal Mint,ORD-00290615_Royal_Mint_Xmas_2024_GF_OLI_DIGI,1837608,Food,2024-01-01,50005,44
The Royal Mint,ORD-00290615_RM_Xmas_2024_GF_OLI_DIGI ,1827231,Food,2024-01-01,50005,44
The Walt Disney Company,Order_PG_Disney_Zenith_Hoppers,2259041,Entertainment,2026-01-01,50005,279
Nacon,ORD-00287184 TestDriveUnlimited_IM_Gaming/TG/RT_Sept24,1830729,Gaming,2024-01-01,50004,447
Nutracheck,Nutracheck 2026,2231196,Health,2025-01-01,50003,1284
BBC Good Food,Magazine-Subscription-GF-Christmas-Issue,2230055,Food,2025-01-01,50002,1284
David Essex,ORD-00296950_David Essex (SJM) - October/November 2025,2229834,Entertainment,2025-01-01,50002,64
The Royal Mint,ORD-00290615_RM_Xmas_2024_GF_OLI_DIGI ,1827231,Food,2024-01-01,50002,37
The Royal Mint,ORD-00290615_Royal_Mint_Xmas_2024_GF_OLI_DIGI,1837608,Food,2024-01-01,50000,20
The Royal Mint,ORD-00290615_Royal_Mint_Xmas_2024_GF_OLI_DIGI,1837608,Food,2024-01-01,50000,88
The Royal Mint,ORD-00290615_Royal_Mint_Xmas_2024_GF_OLI_DIGI,1837608,Food,2024-01-01,50000,37
The Royal Mint,ORD-00290615_Royal_Mint_Xmas_2024_GF_OLI_DIGI,1837608,Food,2024-01-01,50000,43
Regina,ORD-00284249_Regina_Summer2024_GF_DEL_Digi_Print,1698446,Food,2024-01-01,50000,28
The Royal Mint,ORD-00290615_RM_Xmas_2024_GF_OLI_DIGI ,1827231,Food,2024-01-01,50000,43
David Austin Roses,ORD-00281749 /David Austin Roses/Gardeners World May-June24,1648517,Gardening,2024-01-01,50000,24
Regina,ORD-00284249_Regina_Summer2024_GF_DEL_Digi_Print,1698446,Food,2024-01-01,50000,33
BioGaia,ORD-00294424_BioGaia 2025 £10k Video MFMs Campaign,2142659,Parenting,2025-01-01,50000,15
The Royal Mint,ORD-00290615_RM_Xmas_2024_GF_OLI_DIGI ,1827231,Food,2024-01-01,49999,20
The Royal Mint,ORD-00290615_RM_Xmas_2024_GF_OLI_DIGI ,1827231,Food,2024-01-01,49997,87
Kerrygold,ORD-00292017_Kerrygold_PHDManchester_partnership2025,1959016,Food,2025-01-01,49991,158
AA,ORD-00295080_AA_Net Rev_Digital Display_20/07/25,2080159,Motoring,2025-01-01,49990,4
National Geographic,PG_Nat Geo_Zenith_David Blaine_24/03/25,1943612,Entertainment,2025-01-01,49972,869
Life Health Foods,ORD-00292201_LHF_StirPR_MFM_2025,2022775,Parenting,2025-01-01,49970,24
Life Health Foods,ORD-00292201_LHF_StirPR_MFM_2025,2022775,Parenting,2025-01-01,49966,60
AA,ORD-00295080_AA_Net Rev_Digital Display_20/07/25,2080159,Motoring,2025-01-01,49953,30
National Geographic,PG_Nat Geo_Zenith_David Blaine_24/03/25,1943612,Entertainment,2025-01-01,49949,359
Bletchley Park,ORD-00281879_Bletchley Park_Grove media_April_History,1657730,History,2024-01-01,49894,120
shell,ORD-00286771_Shell x Top Gear VPower,1733425,Motoring,2024-01-01,49857,20
Aldi,ORD-00295386_Direct_Aldi_August_Digi_2025,2080311,Supermarket,2025-01-01,49797,794
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,49765,28
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,49749,16
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,49749,19
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,49748,16
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,49618,21
River Street Events,River Street Events Ltd _GW_Events_-_Digi_promo,1621866,Gardening,2024-01-01,49559,20
Diageo,ORD-Multi_Diageo_H1 24 Gins Partnership_PHD_July-Dec24,1807305,Alcohol,2024-01-01,49108,40
Lego UK,ORD-00285443_LEGO_INITIATIVE_DRIVE_JUNE/JULY,1722584,Parenting,2024-01-01,49000,172
B&M,"ORD-00293391 B&M_ Dentsu_ MFM, GF_ Digi_ April",1972520,Food,2025-01-01,48923,54
Quickline Broadband,Quickline Broadband_ORD-00298403&ORD-00298567,2237189,Tech,2026-01-01,48358,1339
Jaguar Landrover,ORD-00299648_JLR x Top Gear Awards 2025,2277898,Motoring,2026-01-01,48269,9
Lego UK,ORD-00285443_LEGO_INITIATIVE_DRIVE_JUNE/JULY,1722584,Parenting,2024-01-01,48001,272
Pernod Ricard,ORD-00297666_PernodRicard_Absolut&Kahlua_December2025,2195115,Alcohol,2025-01-01,47731,25
Pernod Ricard,ORD-00297666 & ORD-00297808 _PernodRicard_Absolut&Kahlua_December2025,2206209,Alcohol,2025-01-01,47728,25
Bloomsbury - Jon Watts,ORD-00287811_JonWatts Speedy_TMC_IMAud_GF OL_Aug24,1740281,Entertainment,2024-01-01,47622,16
Bloomsbury - Jon Watts,ORD-00287811_JonWatts Speedy_TMC_IMAud_GF OL_Aug24,1740281,Entertainment,2024-01-01,47619,14
Bloomsbury - Jon Watts,ORD-00287811_JonWatts Speedy_TMC_IMAud_GF OL_Aug24,1740281,Entertainment,2024-01-01,47607,22
