segment_name,platform,reach,category,description,plain_english,code,frequency,window,icon_key
Apple music subscribers,AP,1603525,Arts & Entertainment,We define these users as those who are subscribed to Apple music,Are subscribed to Apple music,ap_x 15432,,,arts-entertainment
Christmas shopping - cheaper supermarkets,AP,2211593,Food & Drink,We define these users as those who shop at a cheaper supermarket during Christmas,Shop at a cheaper supermarket during Christmas,ap_x 15436,,,food-drink
Commercial vehicle owner,AP,1584464,Auto,We define these users as those who own a commercial vehicle or van,Own a commercial vehicle or van,ap_x 15441,,,auto
Crime TV fans,AP,4061342,Arts & Entertainment,We define these users as those who prefer watching crime TV,Prefer watching crime TV,ap_x 15449,,,arts-entertainment
Current affairs TV fans,AP,946502,Arts & Entertainment,We define these users as those who prefer watching current affairs TV,Prefer watching current affairs TV,ap_x 15450,,,arts-entertainment
Comedy TV fans,AP,6671073,Arts & Entertainment,We define these users as those who prefere watching comedy TV,Prefere watching comedy TV,ap_x 15451,,,arts-entertainment
Home/garden renovators - 1+ per week,AP,786426,Gardening,We define these users as those who likely spend money renovating their home and/or garden more than once a week,Likely spend money renovating their home and/or garden more than once a week,ap_x 15454,,,gardening
Home/garden renovators - once a week,AP,3197789,Gardening,We define these users as those who likely spend money renovating their home and/or garden around once a week,Likely spend money renovating their home and/or garden around once a week,ap_x 15455,,,gardening
Home/garden renovators - 1-2x per month,AP,8703042,Gardening,We define these users as those who likely spend money renovating their home and/or garden 1-2 times per month,Likely spend money renovating their home and/or garden 1-2 times per month,ap_x 15456,,,gardening
Auto intenders,AP,5017677,Auto,We define these users as those who intend on purchasing a new car,Intend on purchasing a new car,ap_x 15457,,,auto
New home purchase intenders,AP,3588214,Home,We define these users as those who are likely in market to purchase a new home,Are likely in market to purchase a new home,ap_x 15459,,,home
Regular holiday goers - 3+ times a year,AP,2818809,Holiday intenders,We define these users as those who are likely to go on holiday more than 3 times a year,Are likely to go on holiday more than 3 times a year,ap_x 15462,,,holiday-intenders
Holiday purchase intenders - Less than £500,AP,5506989,Holiday intenders,We define these users as those who tend to spend under £500 on their family holidays,Tend to spend under £500 on their family holidays,ap_x 15463,,,holiday-intenders
Holiday purchase intenders - £500-1000,AP,5988897,Holiday intenders,We define these users as those who tend to spend around £501-£999 on their average family holidays,Tend to spend around £501-£999 on their average family holidays,ap_x 15464,,,holiday-intenders
Holiday purchase intenders - £4-8k,AP,3255513,Holiday intenders,We define these users as those who tend to spend around £4k-£8k on their average family holidays,Tend to spend around £4k-£8k on their average family holidays,ap_x 15466,,,holiday-intenders
Holiday purchase intenders - £8k+,AP,2191374,Holiday intenders,We define these users as those who tend to spend over £8k on their average family holidays,Tend to spend over £8k on their average family holidays,ap_x 15467,,,holiday-intenders
Hatchback owners,AP,10012953,Auto,We define these users as those who likely own a hatchback,Likely own a hatchback,ap_x 15469,,,auto
Saloon owners,AP,5931731,Auto,We define these users as those who are likely to own a saloon car,Are likely to own a saloon car,ap_x 15472,,,auto
Sports car owners,AP,24602226,Auto,We define these users as those who tend to consider sports cars when buying a new car,Tend to consider sports cars when buying a new car,ap_x 15475,,,auto
Hot hatch owners,AP,523306,Auto,We define these users as those who own a hot hatch car,Own a hot hatch car,ap_x 15477,,,auto
Food shoppers - £51-70,AP,11555935,Food & Drink,We define these users as those who tend to spend around £51-£70 per week on their groceries,Tend to spend around £51-£70 per week on their groceries,ap_x 15482,,,food-drink
Food shoppers - £71-120,AP,13191594,Food & Drink,We define these users as those who spend £71-120 on groceries per week,Spend £71-120 on groceries per week,ap_x 15483,,,food-drink
Food shoppers - £120+,AP,5190656,Food & Drink,We define these users as those who spend more than £120 on groceries per week,Spend more than £120 on groceries per week,ap_x 15484,,,food-drink
Regular online food shoppers,AP,5178545,Food & Drink,We define these users as those who are liekly to regularly shop online for their food,Are liekly to regularly shop online for their food,ap_x 15486,,,food-drink
Occasional online food shoppers,AP,24148709,Food & Drink,We define these users as those who occasionally buy their groceries online,Occasionally buy their groceries online,ap_x 15487,,,food-drink
Auto intenders - £5-15k spenders,AP,8371503,Auto,We define these users as those who plan to spend between £5-15k on a car,Plan to spend between £5-15k on a car,ap_x 15490,,,auto
Auto intenders - £15-30k spenders,AP,8824067,Auto,We define these users as those who plan to spend between £15-30k on a car,Plan to spend between £15-30k on a car,ap_x 15491,,,auto
Auto intenders - £30-50k spenders,AP,3842124,Auto,We define these users as those who plan to spend between £30-50k on a car,Plan to spend between £30-50k on a car,ap_x 15492,,,auto
Auto intenders - £50-75k spenders,AP,2757619,Auto,We define these users as those who plan to spend between £50k-75k on a car,Plan to spend between £50k-75k on a car,ap_x 15493,,,auto
Auto intenders - £75k+ spenders,AP,1589636,Auto,We define these users as those who plan to spend more than £75k on a car,Plan to spend more than £75k on a car,ap_x 15494,,,auto
Car payment - lease,AP,2600039,Auto,We define these users as those who plan to purchase their next car on lease,Plan to purchase their next car on lease,ap_x 15496,,,auto
Car payment - PCP,AP,8630397,Auto,We define these users as those who plan to purchase their next car on a PCP scheme,Plan to purchase their next car on a PCP scheme,ap_x 15497,,,auto
Car payment - loan,AP,6391590,Auto,We define these users as those who plan to purchase their next car using a loan,Plan to purchase their next car using a loan,ap_x 15498,,,auto
Car payment - cash,AP,22780969,Auto,We define these users as those who plan to purchase their next car with cash,Plan to purchase their next car with cash,ap_x 15499,,,auto
Cider drinkers,AP,4489133,Food & Drink,We define these users as those who prefer drinking cider,Prefer drinking cider,ap_x 15502,,,food-drink
Cocktail drinkers,AP,7883993,Food & Drink,We define these users as those who prefer drinking cocktails,Prefer drinking cocktails,ap_x 15503,,,food-drink
Beer drinkers,AP,6892712,Food & Drink,We define these users as those who prefer drinking beer,Prefer drinking beer,ap_x 15504,,,food-drink
Swimmers,AP,10280312,Sports,We define these users as those who are likely to enjoy swimming,Are likely to enjoy swimming,ap_x 15507,,,sports
Runners,AP,3010408,Sports,We define these users as those who are liekly to enjoy regularly running,Are liekly to enjoy regularly running,ap_x 15508,,,sports
Skiers/Snowboarders,AP,1114030,Holiday intenders,We define these users as those who are likely to enjoy skying and/or snowboarding,Are likely to enjoy skying and/or snowboarding,ap_x 15509,,,holiday-intenders
Cross fit enthusiasts,AP,747291,Sports,We define these users as those who enjoy crossfit,Enjoy crossfit,ap_x 15510,,,sports
Outdoor walking enthusiasts,AP,23221231,Sports,We define these users as those who are likely to regularly enjoy outdoor walking,Are likely to regularly enjoy outdoor walking,ap_x 15511,,,sports
Christmas gift buyers - first half of the year,AP,1137554,Christmas,We define these users as those who purchase their Christmas presents in the first half of the year,Purchase their Christmas presents in the first half of the year,ap_x 15513,,,christmas
Christmas gift buyers - 1-2 months in advance,AP,14115527,Christmas,We define these users as those who purchase their Christmas presents 1-2 months in advance,Purchase their Christmas presents 1-2 months in advance,ap_x 15514,,,christmas
Christmas gift buyers - early december,AP,3588403,Christmas,We define these users as those who purchase their Christmas presents early December,Purchase their Christmas presents early December,ap_x 15515,,,christmas
Christmas gift buyers - mid december,AP,2632781,Christmas,We define these users as those who purchase their Christmas presents mid December,Purchase their Christmas presents mid December,ap_x 15516,,,christmas
Christmas gift buyers - last minute,AP,1019026,Christmas,We define these users as those who purchase their Christmas presents last minute,Purchase their Christmas presents last minute,ap_x 15517,,,christmas
